trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
765,False,"{'a': 0.5, 'e': 0.708152}",30,0,-83.50512940084705,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
766,False,"{'a': 0.5, 'e': 0.7073875000000001}",20,5,-36.085093249743764,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
767,False,"{'a': 0.5, 'e': 0.7066220000000001}",20,12,-41.619201207423046,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
768,False,"{'a': 0.5, 'e': 0.7058555}",20,0,-52.91427312787823,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
769,False,"{'a': 0.5, 'e': 0.7050879999999999}",20,0,-70.8323454435563,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
770,False,"{'a': 0.5, 'e': 0.7043195}",25,7,-61.67930246145797,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.70355}",20,2,-72.24932236158071,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
772,False,"{'a': 0.5, 'e': 0.7027795}",20,0,-83.99470104247303,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
773,False,"{'a': 0.5, 'e': 0.702008}",30,7,-75.79450955032192,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 1}",1
774,False,"{'a': 0.5, 'e': 0.7012355}",20,0,-112.3149916552104,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
775,False,"{'a': 0.5, 'e': 0.700462}",25,15,-5.101791342184052,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.6996875}",20,4,-15.765263041897153,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.698912}",20,0,-89.1941973001689,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
778,False,"{'a': 0.5, 'e': 0.6981355}",25,7,11.557266228575763,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.697358}",25,0,-97.23791692919185,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
780,False,"{'a': 0.5, 'e': 0.6965795}",25,0,-78.043406659476,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
781,False,"{'a': 0.5, 'e': 0.6958}",20,15,-1.1196803565276983,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.6950195}",20,0,-92.81436874523405,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
783,False,"{'a': 0.5, 'e': 0.694238}",20,0,-40.47804717469284,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
784,False,"{'a': 0.5, 'e': 0.6934555}",20,0,-10.886096577118675,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
785,False,"{'a': 0.5, 'e': 0.692672}",25,0,-73.61967196670695,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
786,False,"{'a': 0.5, 'e': 0.6918875}",20,0,-41.37125806606831,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
787,False,"{'a': 0.5, 'e': 0.691102}",30,0,-122.37928458627944,"{0: 20, 1: 1, 2: 5, 3: 3, 4: 1}",0
788,False,"{'a': 0.5, 'e': 0.6903155000000001}",20,0,-32.94679504542172,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
789,False,"{'a': 0.5, 'e': 0.689528}",30,0,-122.79014628116782,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
790,False,"{'a': 0.5, 'e': 0.6887395000000001}",25,0,-98.41538714795384,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
791,False,"{'a': 0.5, 'e': 0.6879500000000001}",30,0,-128.04458865037378,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
792,False,"{'a': 0.5, 'e': 0.6871595}",20,4,-49.39702666826761,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
793,False,"{'a': 0.5, 'e': 0.6863680000000001}",20,8,9.807593237093535,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.6855755}",25,0,-74.9513137307414,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
795,False,"{'a': 0.5, 'e': 0.684782}",20,0,-35.648349122143195,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
796,False,"{'a': 0.5, 'e': 0.6839875}",30,0,-77.73759067075738,"{0: 23, 1: 2, 2: 2, 3: 2, 4: 1}",0
797,False,"{'a': 0.5, 'e': 0.683192}",25,11,-28.177248187943746,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
798,False,"{'a': 0.5, 'e': 0.6823954999999999}",20,2,-45.28128077742998,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.681598}",20,0,-124.42289966544891,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
800,False,"{'a': 0.5, 'e': 0.6807995}",30,0,-25.60252176775846,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
801,False,"{'a': 0.5, 'e': 0.6799999999999999}",20,15,8.907400244515244,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.6791995}",30,0,-89.54708554420358,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
803,False,"{'a': 0.5, 'e': 0.6783980000000001}",20,0,-11.763861284405236,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
804,False,"{'a': 0.5, 'e': 0.6775955}",25,0,-42.439114150848525,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
805,False,"{'a': 0.5, 'e': 0.6767920000000001}",20,6,9.70541602116868,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.5, 'e': 0.6759875}",25,0,-53.75814050411058,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
807,False,"{'a': 0.5, 'e': 0.675182}",25,3,-45.23477841487047,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.6743755}",20,0,-66.98491486233904,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
809,False,"{'a': 0.5, 'e': 0.673568}",20,0,-100.68901437844558,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
810,False,"{'a': 0.5, 'e': 0.6727595}",20,1,-98.8167532705923,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 1}",1
811,False,"{'a': 0.5, 'e': 0.67195}",25,0,-59.3785668703604,"{0: 21, 1: 1, 2: 0, 3: 2, 4: 1}",0
812,False,"{'a': 0.5, 'e': 0.6711395}",20,0,-125.94424685429527,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
813,False,"{'a': 0.5, 'e': 0.670328}",25,6,-36.71739935524843,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
814,False,"{'a': 0.5, 'e': 0.6695155}",20,8,-29.301660906180636,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.668702}",20,0,-34.05335035079934,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
816,False,"{'a': 0.5, 'e': 0.6678875}",20,0,-72.25128625518283,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
817,False,"{'a': 0.5, 'e': 0.667072}",20,0,-42.227280209177394,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
818,False,"{'a': 0.5, 'e': 0.6662555}",25,3,-56.08457871419275,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",1
819,False,"{'a': 0.5, 'e': 0.665438}",25,0,-117.94142099455256,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
820,False,"{'a': 0.5, 'e': 0.6646195}",35,14,-58.168045973888866,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 1}",1
821,False,"{'a': 0.5, 'e': 0.6638}",20,0,-39.159733778950155,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
822,False,"{'a': 0.5, 'e': 0.6629795}",20,0,-52.11331887897056,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
823,False,"{'a': 0.5, 'e': 0.662158}",25,11,-29.905277233748897,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
824,False,"{'a': 0.5, 'e': 0.6613355000000001}",25,0,-4.975122624525265,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
825,False,"{'a': 0.5, 'e': 0.660512}",20,0,-195.6593142219515,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 4}",0
826,False,"{'a': 0.5, 'e': 0.6596875}",20,0,-44.5542852419401,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
827,False,"{'a': 0.5, 'e': 0.6588620000000001}",25,8,9.361396887163494,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.6580355}",30,0,-97.14985916003249,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
829,False,"{'a': 0.5, 'e': 0.657208}",20,10,-7.505941117443665,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.6563795}",20,12,-28.179551958459943,"{0: 6, 1: 0, 2: 0, 3: 2, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.6555500000000001}",20,0,-15.008470325361055,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.6547195}",35,0,-309.1313367284944,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 6}",1
833,False,"{'a': 0.5, 'e': 0.653888}",20,0,-19.085531570910636,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
834,False,"{'a': 0.5, 'e': 0.6530555}",35,8,-132.3429488202012,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 4}",1
835,False,"{'a': 0.5, 'e': 0.6522220000000001}",25,0,-42.25280575957519,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
836,False,"{'a': 0.5, 'e': 0.6513875}",20,16,6.2189834845075005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.650552}",25,6,-34.39916047470848,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 1}",1
838,False,"{'a': 0.5, 'e': 0.6497155}",25,0,-67.76966846507955,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
839,False,"{'a': 0.5, 'e': 0.6488780000000001}",20,10,-30.116628390107202,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
840,False,"{'a': 0.5, 'e': 0.6480395}",30,23,2.140876496899479,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.6472}",20,0,-29.986014505247766,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
842,False,"{'a': 0.5, 'e': 0.6463595}",30,13,-68.25469191850695,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.645518}",35,0,-95.03509089412417,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 2}",0
844,False,"{'a': 0.5, 'e': 0.6446755}",30,19,1.863869477992306,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.643832}",25,5,11.453912980103599,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.6429875}",25,9,-48.6448478161955,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.642142}",20,0,-74.38489171252733,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
848,False,"{'a': 0.5, 'e': 0.6412955}",20,6,-4.544004914338691,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.640448}",20,6,-10.564413599538911,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.6395995000000001}",30,0,-64.74177136271618,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
851,False,"{'a': 0.5, 'e': 0.63875}",20,6,-22.138674691709337,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.6378995000000001}",20,2,-56.85384356302156,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
853,False,"{'a': 0.5, 'e': 0.6370480000000001}",25,0,-41.55999258121995,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
854,False,"{'a': 0.5, 'e': 0.6361955}",20,8,-12.9171406974746,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.6353420000000001}",25,0,-135.56750412592484,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
856,False,"{'a': 0.5, 'e': 0.6344875000000001}",25,0,-70.48732603296726,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
857,False,"{'a': 0.5, 'e': 0.633632}",25,15,-50.99772063732842,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 1}",1
858,False,"{'a': 0.5, 'e': 0.6327754999999999}",30,4,-192.394116087566,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 3}",1
859,False,"{'a': 0.5, 'e': 0.631918}",30,0,6.590880663999171,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
860,False,"{'a': 0.5, 'e': 0.6310595}",35,0,-109.65388960931081,"{0: 26, 1: 0, 2: 7, 3: 0, 4: 2}",0
861,False,"{'a': 0.5, 'e': 0.6302000000000001}",25,0,-71.94140693206143,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
862,False,"{'a': 0.5, 'e': 0.6293394999999999}",30,0,-138.4206536719809,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
863,False,"{'a': 0.5, 'e': 0.6284780000000001}",20,1,-14.39732688256859,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.6276155}",20,0,-26.616200270521666,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.626752}",25,0,-167.52097600429514,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
866,False,"{'a': 0.5, 'e': 0.6258875}",20,0,-107.72125605507105,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
867,False,"{'a': 0.5, 'e': 0.625022}",20,7,1.425642287362884,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.6241555000000001}",25,15,-17.52580325582972,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.6232880000000001}",25,11,-37.07459657591319,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
870,False,"{'a': 0.5, 'e': 0.6224195}",30,0,-97.20399129179826,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
871,False,"{'a': 0.5, 'e': 0.62155}",25,0,8.597245335860997,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
872,False,"{'a': 0.5, 'e': 0.6206795}",20,0,-77.15417943097358,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
873,False,"{'a': 0.5, 'e': 0.619808}",25,0,-98.55068711899662,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
874,False,"{'a': 0.5, 'e': 0.6189355000000001}",20,0,1.1172396775519453,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
875,False,"{'a': 0.5, 'e': 0.618062}",20,0,-76.28626540445464,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
876,False,"{'a': 0.5, 'e': 0.6171875}",20,4,23.894385210757033,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.616312}",25,0,12.650746698013139,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
878,False,"{'a': 0.5, 'e': 0.6154355}",20,10,-5.261678912170526,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.6145579999999999}",30,21,15.52095768443519,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.6136795}",20,0,-56.63968296462322,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
881,False,"{'a': 0.5, 'e': 0.6128}",30,0,-57.333448229692145,"{0: 21, 1: 0, 2: 9, 3: 0, 4: 0}",0
882,False,"{'a': 0.5, 'e': 0.6119195}",25,0,-59.98292849882254,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
883,False,"{'a': 0.5, 'e': 0.611038}",20,0,-22.067378188915104,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
884,False,"{'a': 0.5, 'e': 0.6101555000000001}",30,18,-11.018428429615161,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
885,False,"{'a': 0.5, 'e': 0.609272}",25,0,-150.37263811658735,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
886,False,"{'a': 0.5, 'e': 0.6083875000000001}",30,0,-44.96671219659332,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
887,False,"{'a': 0.5, 'e': 0.607502}",35,1,-45.76438410755588,"{0: 28, 1: 2, 2: 2, 3: 1, 4: 1}",1
888,False,"{'a': 0.5, 'e': 0.6066155}",25,4,-10.33157889187119,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.605728}",30,6,-17.841942929104952,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.6048395}",30,0,-107.56345944602955,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
891,False,"{'a': 0.5, 'e': 0.60395}",20,6,-4.405878681810124,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.6030595000000001}",20,10,-28.298847622617387,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.602168}",30,12,-63.766894138785105,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
894,False,"{'a': 0.5, 'e': 0.6012755000000001}",20,3,-38.52552575555862,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
895,False,"{'a': 0.5, 'e': 0.600382}",25,0,-49.45630686337468,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
896,False,"{'a': 0.5, 'e': 0.5994875}",25,0,-39.7077604391857,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
897,False,"{'a': 0.5, 'e': 0.598592}",25,0,-38.00021489485418,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
898,False,"{'a': 0.5, 'e': 0.5976954999999999}",25,4,-81.33092563763506,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 2}",1
899,False,"{'a': 0.5, 'e': 0.5967979999999999}",25,8,9.408142871674043,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.5958995}",20,0,-23.66795488640232,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
901,False,"{'a': 0.5, 'e': 0.595}",25,7,-18.807133353139864,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.5940995}",20,0,-80.89949831867449,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
903,False,"{'a': 0.5, 'e': 0.593198}",20,0,29.1529797828971,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
904,False,"{'a': 0.5, 'e': 0.5922955000000001}",30,0,-74.03867116652329,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
905,False,"{'a': 0.5, 'e': 0.591392}",25,0,-78.14063031195516,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
906,False,"{'a': 0.5, 'e': 0.5904875}",30,0,-61.12435911028378,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
907,False,"{'a': 0.5, 'e': 0.589582}",25,7,-27.15623603016527,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.5886755}",30,8,-40.15065072298564,"{0: 16, 1: 3, 2: 1, 3: 2, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.5877680000000001}",35,13,-53.97709255900461,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
910,False,"{'a': 0.5, 'e': 0.5868595000000001}",20,5,-6.107110930201263,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.58595}",25,0,-40.43820277276055,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
912,False,"{'a': 0.5, 'e': 0.5850395}",30,8,-98.11646728481712,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
913,False,"{'a': 0.5, 'e': 0.584128}",25,7,-35.51791311576594,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
914,False,"{'a': 0.5, 'e': 0.5832155}",25,13,-51.313193920019295,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
915,False,"{'a': 0.5, 'e': 0.5823020000000001}",30,9,-23.320047595725136,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
916,False,"{'a': 0.5, 'e': 0.5813875}",25,6,-55.03735768405764,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 1}",1
917,False,"{'a': 0.5, 'e': 0.5804720000000001}",20,0,-107.48135753462273,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
918,False,"{'a': 0.5, 'e': 0.5795555}",20,0,-102.14170306310977,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
919,False,"{'a': 0.5, 'e': 0.578638}",25,6,-83.39719979678796,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
920,False,"{'a': 0.5, 'e': 0.5777194999999999}",20,2,-91.96753040085187,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
921,False,"{'a': 0.5, 'e': 0.5768}",25,0,-81.35810248710482,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
922,False,"{'a': 0.5, 'e': 0.5758795000000001}",20,0,-143.34461555154687,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 4}",0
923,False,"{'a': 0.5, 'e': 0.5749580000000001}",20,0,-44.00392243337397,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
924,False,"{'a': 0.5, 'e': 0.5740355}",35,0,-69.02978719383394,"{0: 30, 1: 0, 2: 3, 3: 0, 4: 2}",0
925,False,"{'a': 0.5, 'e': 0.5731120000000001}",20,14,9.403915950732694,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.5721875000000001}",20,0,-51.54389340178954,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
927,False,"{'a': 0.5, 'e': 0.5712619999999999}",20,0,-21.16237022748439,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
928,False,"{'a': 0.5, 'e': 0.5703355}",20,0,-30.210293930008095,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
929,False,"{'a': 0.5, 'e': 0.569408}",20,8,-24.25713153932258,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
930,False,"{'a': 0.5, 'e': 0.5684795}",25,0,-96.49859764390455,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
931,False,"{'a': 0.5, 'e': 0.56755}",25,11,-19.493293746631156,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
932,False,"{'a': 0.5, 'e': 0.5666195}",20,0,-24.10975300482686,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
933,False,"{'a': 0.5, 'e': 0.565688}",25,0,-41.15466898050133,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
934,False,"{'a': 0.5, 'e': 0.5647555}",25,0,-54.07945031118307,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
935,False,"{'a': 0.5, 'e': 0.563822}",20,14,-7.343285944599651,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.5628875}",20,4,0.008940661591675614,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
937,False,"{'a': 0.5, 'e': 0.561952}",25,0,-66.04575821981597,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
938,False,"{'a': 0.5, 'e': 0.5610155}",30,23,9.360405816611616,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.5, 'e': 0.5600780000000001}",20,5,19.01177823218553,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 0.5591395}",25,6,-36.41453813892891,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.5582}",25,10,-52.4969592942889,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
942,False,"{'a': 0.5, 'e': 0.5572595}",25,15,-3.697411456878014,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 0.5563180000000001}",20,0,-63.820292642723345,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
944,False,"{'a': 0.5, 'e': 0.5553755}",20,0,-23.936466424453712,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
945,False,"{'a': 0.5, 'e': 0.554432}",25,0,-88.1602801506543,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
946,False,"{'a': 0.5, 'e': 0.5534875}",25,0,-86.53696405423756,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
947,False,"{'a': 0.5, 'e': 0.5525420000000001}",20,7,-34.8902234312342,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
948,False,"{'a': 0.5, 'e': 0.5515955}",30,0,-70.86579453211023,"{0: 25, 1: 0, 2: 2, 3: 2, 4: 1}",0
949,False,"{'a': 0.5, 'e': 0.550648}",20,0,2.1684414534117673,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
950,False,"{'a': 0.5, 'e': 0.5496995}",25,0,-165.10422544486863,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
951,False,"{'a': 0.5, 'e': 0.5487500000000001}",30,19,-27.652139632505822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
952,False,"{'a': 0.5, 'e': 0.5477995}",20,0,-17.3776216913575,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
953,False,"{'a': 0.5, 'e': 0.546848}",20,1,13.616537292641251,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.5458955000000001}",25,8,4.035235461851569,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
